u,g,r,i,z,class,z1,zerr
18.5507,16.85267,16.02776,15.6365,15.34145,GALAXY,0.04314857,1.393659E-05
19.57089,17.80881,16.92519,16.47137,16.19402,GALAXY,0.1217967,4.777566E-05
17.68732,16.50505,16.07209,15.87217,15.75689,GALAXY,0.02208116,5.711871E-06
19.00432,17.94163,17.4727,17.14018,17.03487,GALAXY,0.08669841,9.46459E-06
19.48823,17.5655,16.70461,16.30016,15.98581,GALAXY,0.04531214,1.87998E-05
17.75348,16.33597,15.60859,15.2176,14.88568,GALAXY,0.04286009,1.201587E-05
19.49518,19.3789,19.11865,19.07466,19.06973,QSO,1.291464,0.0005434576
16.31369,13.37519,12.10699,11.75975,13.39125,GALAXY,0.3020184,6.106585E-05
16.88593,15.6078,15.04997,14.74971,14.55862,GALAXY,0.02202578,1.645274E-05
19.57169,18.45782,17.86886,17.44404,17.22557,GALAXY,0.09789313,7.397462E-06
19.41727,18.09325,17.58255,17.32695,17.0701,GALAXY,0.07344276,1.491882E-05
18.40242,17.00502,16.33147,15.97076,15.68614,GALAXY,0.03835594,1.391017E-05
15.9047,14.3405,13.72077,13.3893,13.13412,GALAXY,0.03154672,1.128342E-05
18.34753,16.58235,15.95425,15.5886,15.3437,GALAXY,0.05910499,1.176442E-05
19.18998,18.2406,17.67065,17.25179,17.02617,GALAXY,0.1533514,8.712525E-06
19.38334,17.54697,16.65871,16.24445,15.92081,GALAXY,0.05208996,1.497337E-05
18.76338,16.84589,15.93479,15.5008,15.1506,GALAXY,0.04246515,1.21717E-05
18.36679,16.43113,15.57578,15.17364,14.84102,GALAXY,0.04304314,1.232357E-05
18.61584,16.67407,15.78979,15.37387,15.04821,GALAXY,0.0355673,9.518465E-06
19.27268,17.6972,16.80202,16.36127,16.02923,GALAXY,0.123448,2.179091E-05
17.08956,15.53121,14.79794,14.39694,14.13612,GALAXY,0.03530985,9.473535E-06
18.64779,16.89966,16.15286,15.80298,15.52712,GALAXY,0.03760251,1.286472E-05
18.43383,17.45543,17.04143,16.75838,16.56116,GALAXY,0.07932131,5.072041E-06
18.47742,16.84214,16.11168,15.75982,15.51687,GALAXY,0.02663008,1.516463E-05
18.88983,17.21069,16.45924,16.10217,15.83264,GALAXY,0.03365537,2.329295E-05
17.56507,16.21186,15.58746,15.25014,15.0316,GALAXY,0.03293268,1.386019E-05
19.01248,16.93172,15.91154,15.43081,15.04385,GALAXY,0.08429455,1.503114E-05
19.07821,17.08785,16.13679,15.71168,15.37896,GALAXY,0.08183507,1.608569E-05
19.41077,17.97184,17.2418,16.85362,16.57029,GALAXY,0.03990503,1.335811E-05
19.21504,17.81238,17.10347,16.71949,16.39698,GALAXY,0.02439476,1.038426E-05
18.88872,17.01986,16.09138,15.63563,15.30082,GALAXY,0.07434295,1.723557E-05
17.72321,16.56998,16.10272,15.87948,15.66109,GALAXY,0.03578138,7.376859E-06
19.48201,18.23774,17.62882,17.31521,17.06933,GALAXY,0.1334172,1.389733E-05
19.5807,18.34951,17.75661,17.42661,17.1656,GALAXY,0.04243178,9.934841E-06
19.52076,18.34594,17.67679,17.21026,16.97983,GALAXY,0.1189271,4.989904E-06
19.38372,17.35717,16.44126,16.00652,15.67844,GALAXY,0.07116933,1.520856E-05
18.32845,16.84548,16.1419,15.75445,15.48601,GALAXY,0.07669964,1.241698E-05
17.21062,16.10365,15.64509,15.35768,15.20199,GALAXY,0.03423896,7.720008E-06
16.73633,15.58593,15.23809,15.12813,15.10286,GALAXY,0,0
18.72597,17.3785,16.81703,16.49053,16.22266,GALAXY,0.05069776,8.712073E-06
18.38757,16.31617,15.33737,14.91216,14.58913,GALAXY,0.07495204,1.289678E-05
19.00023,17.07119,16.10618,15.6313,15.27686,GALAXY,0.09126591,2.017678E-05
19.49937,19.37429,19.19773,19.20609,19.37308,QSO,1.214799,0.0005958649
19.54873,19.37278,19.2463,19.14478,19.04261,QSO,2.006314,0.0006043958
19.2217,17.25111,16.37188,15.96115,15.62772,GALAXY,0.06294257,1.275499E-05
18.92554,16.88582,15.79881,15.3853,15.00715,GALAXY,0.1031633,2.212995E-05
18.59373,18.34154,18.49743,18.40474,18.29474,QSO,0.4523142,6.558213E-05
19.25293,17.95128,17.23913,16.83659,16.57378,GALAXY,0.0519858,9.951765E-06
17.58465,15.71223,14.90943,14.49931,14.17293,GALAXY,0.02985574,7.692124E-06
18.54121,17.19073,16.50942,16.11861,15.89627,GALAXY,0.09184135,1.431553E-05
19.17068,18.06593,17.49716,17.09557,16.89074,GALAXY,0.08279359,6.875891E-06
18.21809,16.20415,15.25325,14.83918,14.5053,GALAXY,0.06859051,1.470301E-05
18.84164,18.52255,18.45828,18.27631,18.31753,QSO,0.6213409,0.0001145668
17.02709,15.08091,14.16788,13.74189,13.36137,GALAXY,0.03698904,1.214977E-05
19.14857,18.86549,18.68768,18.58931,18.37613,QSO,2.132144,0.0001877984
19.34872,18.06916,17.26882,16.81581,16.50257,GALAXY,0.1335192,1.131853E-05
18.56508,17.53798,16.96639,16.67163,16.4975,GALAXY,0.1222662,1.048087E-05
19.52737,18.24777,17.77007,17.50961,17.28553,GALAXY,0.04487262,1.313476E-05
19.2405,18.92271,19.01165,18.85919,18.90274,QSO,0.5479259,8.729735E-05
18.91971,18.48847,18.23676,18.21806,18.36036,QSO,1.290588,0.0004498021
18.87506,17.94147,17.72738,17.58584,17.55373,GALAXY,0.04414987,5.863849E-06
19.54727,18.04239,17.12869,16.69049,16.33718,GALAXY,0.1476637,3.136631E-05
17.17589,15.00481,14.01486,13.54748,13.21799,GALAXY,0.07734846,1.648693E-05
17.23409,16.04292,15.51589,15.16464,14.97113,GALAXY,0.05539664,7.74E-06
19.43173,18.00624,17.18365,16.73647,16.39603,GALAXY,0.1087661,1.665076E-05
18.26648,16.38916,15.52967,15.13115,14.81185,GALAXY,0.05905117,1.323715E-05
19.00488,17.77674,17.43287,17.26155,17.08722,GALAXY,0.03538051,7.579546E-06
18.34536,16.6248,15.85689,15.50454,15.19077,GALAXY,0.02483005,9.928778E-06
18.58542,17.66864,17.30624,17.01971,16.88943,GALAXY,0.05734648,6.852576E-06
18.18211,17.17826,16.77896,16.46347,16.31537,GALAXY,0.06003842,7.311881E-06
19.15213,18.01339,17.29242,16.86979,16.67096,GALAXY,0.1667241,9.802024E-06
19.28031,17.3305,16.35883,15.87906,15.52463,GALAXY,0.07350352,1.66157E-05
18.48654,16.55161,15.48754,14.98095,14.58515,GALAXY,0.1406133,2.818723E-05
18.24103,16.60011,15.86319,15.5095,15.23624,GALAXY,0.03662812,1.657121E-05
18.99401,18.0884,17.72215,17.32551,17.2938,GALAXY,0.08957068,6.206749E-06
18.35014,17.66373,17.395,17.01166,16.99413,GALAXY,0.06968375,6.021779E-06
19.47978,19.1801,19.13955,19.02949,18.81142,QSO,2.160956,0.0001871372
19.5398,18.2109,17.70913,17.4547,17.20389,GALAXY,0.03930894,1.304228E-05
19.04651,17.84626,17.02785,16.60601,16.35742,GALAXY,0.1474012,3.570589E-05
17.25062,17.1136,16.89917,16.34444,16.3823,QSO,0.1204868,2.091757E-05
17.9339,16.61724,16.17442,15.9275,15.77059,GALAXY,0.03104261,1.020153E-05
19.19196,17.58544,16.87241,16.52935,16.27226,GALAXY,0.03662073,1.470453E-05
17.75276,17.31928,17.37968,17.57864,17.51067,GALAXY,0.02204673,4.865608E-06
19.36926,18.15926,17.46494,17.08107,16.84709,GALAXY,0.1575006,1.460723E-05
18.00749,16.68381,15.86644,15.44707,15.16108,GALAXY,0.07558037,1.468403E-05
19.02065,17.56311,16.81909,16.41993,16.11018,GALAXY,0.1227542,1.598068E-05
18.97154,18.68134,18.36897,18.42351,18.03669,GALAXY,0.2974586,1.008135E-05
17.69101,16.40431,15.82081,15.48322,15.24891,GALAXY,0.04802245,6.493738E-06
16.86555,14.7993,13.90828,13.41379,13.0631,GALAXY,0.03336032,1.306788E-05
19.56134,18.15146,17.34271,16.88639,16.60788,GALAXY,0.1041914,9.489169E-06
18.17039,17.01415,16.38141,15.98456,15.70949,GALAXY,0.08522403,1.273917E-05
19.11012,18.59958,18.56378,18.38064,18.3216,QSO,0.5408923,0.0001522332
19.1472,17.24991,16.28447,15.86183,15.52875,GALAXY,0.09271555,1.959746E-05
19.48124,17.75752,17.00596,16.68465,16.39834,GALAXY,0.1081692,1.850825E-05
18.28313,16.39434,15.54922,15.12924,14.77482,GALAXY,0.07629208,2.084745E-05
17.88533,16.7162,16.24061,15.96188,15.75113,GALAXY,0.03856885,9.882246E-06
19.33996,18.45653,18.41944,18.09978,17.94961,GALAXY,0.04399235,5.564395E-06
19.15229,17.83149,17.46598,17.28839,16.94943,GALAXY,0.05499541,1.80879E-05
19.01099,17.07291,16.13122,15.69938,15.34636,GALAXY,0.09680366,1.363721E-05
19.18866,18.16226,17.78544,17.51988,17.40867,GALAXY,0.07283039,6.656596E-06
18.89065,17.79542,17.26351,16.86112,16.64979,GALAXY,0.09664813,6.561163E-06
18.66255,18.65317,18.43186,18.30993,18.41409,QSO,1.383984,0.000170457
19.29585,17.60522,16.54441,15.98965,15.5502,GALAXY,0.1421946,3.151919E-05
19.42728,19.20576,19.07822,18.79849,18.70786,QSO,1.824046,0.0005704758
18.90503,17.62799,17.0046,16.63241,16.39131,GALAXY,0.1004241,1.081233E-05
18.85605,17.62641,16.96177,16.61008,16.34423,GALAXY,0.03137702,8.526605E-06
18.84044,17.97451,17.66406,17.38109,17.295,GALAXY,0.08572333,6.80824E-06
19.45636,17.47137,16.43186,15.96274,15.58743,GALAXY,0.089725,2.021649E-05
19.15154,18.75706,18.76461,18.69691,18.67691,QSO,0.6773515,0.000133427
19.52559,17.78662,16.96334,16.5489,16.24594,GALAXY,0.05426038,1.837284E-05
18.08868,16.21849,15.30984,14.87575,14.53394,GALAXY,0.05379257,1.526517E-05
18.08192,16.66892,15.98705,15.60999,15.40278,GALAXY,0.02960862,9.525335E-06
19.20522,18.8935,18.85558,18.95588,18.78946,QSO,0.7952511,0.0001574535
17.47928,15.76526,14.97455,14.60116,14.31069,GALAXY,0.03313266,1.264598E-05
17.42809,15.93056,15.17354,14.76901,14.42186,GALAXY,0.03864069,8.145124E-06
18.35738,16.65061,15.84471,15.46193,15.15755,GALAXY,0.0334086,1.578421E-05
17.81622,15.84809,14.94502,14.52037,14.20455,GALAXY,0.06159542,1.245494E-05
19.0605,17.14979,16.03998,15.48753,15.07044,GALAXY,0.115606,2.165728E-05
18.85359,17.84393,17.44051,17.26506,17.07072,GALAXY,0.01198012,1.576816E-05
18.75414,17.40944,16.70077,16.30488,16.06134,GALAXY,0.08884821,1.335258E-05
19.4228,17.83989,17.22735,16.8067,16.55938,GALAXY,0.09794968,7.559894E-06
17.49155,16.10388,15.51465,15.16046,14.90083,GALAXY,0.03926492,9.905547E-06
18.59791,16.99703,16.27226,15.83873,15.54597,GALAXY,0.1001276,1.112129E-05
18.83875,19.97499,17.06969,16.56719,16.35658,GALAXY,0.05261082,5.934034E-06
18.12765,16.74071,16.0601,15.64647,15.33968,GALAXY,0.05510195,4.940349E-06
18.41596,17.23816,16.75388,16.45004,16.2776,GALAXY,0.05833568,6.532584E-06
19.24471,17.511,16.6343,16.20243,15.87308,GALAXY,0.04666546,1.671571E-05
19.58091,19.3215,19.02742,18.69774,18.36108,QSO,2.129176,0.0002969241
19.34011,17.7738,17.55496,17.49521,17.47182,GALAXY,0,0
19.47447,18.81116,18.36157,18.13455,18.067,GALAXY,0.1625686,1.829853E-05
18.65648,18.38703,18.01572,17.92357,17.92964,QSO,1.10087,0.0002546785
19.12676,16.92033,15.85188,15.3542,14.96074,GALAXY,0.0908437,1.076871E-05
16.81661,15.60878,14.75534,14.27832,13.91749,GALAXY,0.05310431,1.282547E-05
19.19896,18.08741,17.57653,17.23149,17.0517,GALAXY,0.08219921,1.259372E-05
16.83421,14.81544,13.88126,13.45248,13.0963,GALAXY,0.05061166,1.116844E-05
19.59823,18.26877,17.6169,17.28696,17.01031,GALAXY,0.05200765,1.224686E-05
19.08575,17.05986,16.13237,15.6801,15.35666,GALAXY,0.05639601,1.07616E-05
19.28452,17.91759,17.22385,16.8251,16.54502,GALAXY,0.08133389,1.089255E-05
19.51987,17.56103,16.443,15.95302,15.57304,GALAXY,0.1424379,2.508896E-05
19.15113,19.12995,19.30917,19.52398,19.75874,QSO,1.104233,0.0003299035
19.1394,19.30743,19.24468,18.89405,18.84914,QSO,1.900089,0.0001631993
19.53448,18.7988,18.4858,18.15506,18.24333,GALAXY,0.1432291,6.808027E-06
18.90038,18.48132,18.19106,17.94563,17.68612,QSO,1.991799,0.0002319745
19.58153,17.76879,16.93761,16.52963,16.23854,GALAXY,0.05049853,1.361124E-05
17.81369,16.59358,16.01879,15.66369,15.46189,GALAXY,0.04691774,7.774458E-06
19.3145,17.94394,17.23578,16.83744,16.53043,GALAXY,0.0334074,6.040479E-06
18.39584,17.18207,16.58366,16.23495,16.05693,GALAXY,0.0452709,5.824411E-06
19.47759,17.95238,17.28068,16.94696,16.70495,GALAXY,0.04779587,1.75549E-05
18.4711,16.75555,15.80126,15.32126,15.00181,GALAXY,0.0520143,2.510033E-05
19.44852,18.28962,17.68725,17.38448,17.13008,GALAXY,0.08814857,1.041001E-05
18.9781,17.92375,17.4059,17.08997,16.93676,GALAXY,0.111794,1.136943E-05
19.59848,18.30462,17.61166,17.20495,16.94214,GALAXY,0.1090914,7.747299E-06
19.47198,17.52477,16.57088,16.13774,15.79446,GALAXY,0.07513929,2.00451E-05
18.61204,16.8072,15.96546,15.54939,15.22909,GALAXY,0.05921135,1.343169E-05
18.42337,16.61978,15.76058,15.32402,15.01361,GALAXY,0.05130913,1.688447E-05
19.51869,17.54809,16.5209,15.9997,15.60052,GALAXY,0.09044769,2.508153E-05
18.96964,17.49857,16.60124,16.13891,15.77336,GALAXY,0.1064817,1.801911E-05
19.3817,18.12654,17.28655,16.8183,16.54461,GALAXY,0.1419559,1.452009E-05
18.20891,16.01823,15.11178,14.68272,14.32897,GALAXY,0.04976354,1.266059E-05
18.38202,16.56782,15.64795,15.1665,14.80088,GALAXY,0.03095662,1.466915E-05
18.59513,16.82048,15.8363,15.33623,14.94877,GALAXY,0.05206595,1.474339E-05
18.53915,16.85911,15.95865,15.48274,15.16008,GALAXY,0.05861275,1.58944E-05
19.13821,17.43654,16.49786,16.02044,15.71169,GALAXY,0.08897085,9.918057E-06
19.55098,17.04795,16.08353,15.62512,15.35021,GALAXY,0.08789562,1.848266E-05
18.65957,17.11141,16.25645,15.81301,15.50996,GALAXY,0.08202404,2.94005E-05
19.21379,18.40521,18.24242,18.13168,17.84311,QSO,2.378065,0.0001199821
18.68997,16.66547,15.66579,15.18908,14.82203,GALAXY,0.08830171,1.659335E-05
18.60612,16.63943,15.70495,15.23682,14.85962,GALAXY,0.05504871,1.822565E-05
19.42387,19.29576,19.07067,19.02323,19.03309,QSO,1.251257,0.0003784185
18.96156,17.00605,15.87875,15.4038,15.07044,GALAXY,0.1194282,1.890437E-05
19.13876,18.03836,17.48673,17.01419,16.8424,GALAXY,0.09093406,5.862385E-06
17.78879,16.65748,16.14664,15.86356,15.63623,GALAXY,0.02989668,1.673904E-05
19.45755,18.22717,17.72011,17.38034,17.14365,GALAXY,0.05401395,6.889799E-06
19.31575,17.94897,17.40295,17.06458,16.83319,GALAXY,0.07178787,1.21113E-05
19.38642,18.22853,17.6756,17.27053,17.07643,GALAXY,0.0952869,4.470158E-06
17.1315,15.92464,15.4558,15.13653,14.94093,GALAXY,0.05546929,1.175587E-05
18.53198,17.03646,16.29848,15.92251,15.61182,GALAXY,0.03409036,1.377108E-05
19.22298,17.20654,15.99587,15.47352,15.18241,GALAXY,0.08931804,3.339323E-05
16.10854,14.91294,14.35806,14.05396,13.74091,GALAXY,0.02230906,8.798816E-06
19.59863,17.40956,16.27783,15.80616,15.43841,GALAXY,0.1373725,2.229042E-05
19.23019,18.09542,17.72667,17.50121,17.34232,GALAXY,0.02475301,5.173992E-06
19.03343,17.79765,17.22408,16.82442,16.6087,GALAXY,0.08093132,4.910577E-06
19.52844,18.21117,17.33347,16.86073,16.51103,GALAXY,0.1202296,1.114358E-05
19.47771,19.20773,19.06295,18.79671,18.83128,QSO,1.736176,0.0007385671
19.56819,18.22502,17.66737,17.3604,17.17481,GALAXY,0.05474813,1.063302E-05
18.23959,17.27121,16.85729,16.61323,16.40761,GALAXY,0.0347014,6.276793E-06
18.65251,17.54,17.02486,16.64786,16.43533,GALAXY,0.09213123,5.682758E-06
19.29885,19.09281,18.98553,18.94448,18.74734,QSO,0.8856831,0.0003577079
19.32733,18.0732,17.54386,17.33883,17.16544,GALAXY,0.03312257,9.608055E-06
19.50722,18.40396,17.54847,17.07722,16.7833,GALAXY,0.1069201,2.336045E-05
18.67821,16.69003,15.71687,15.22641,14.83677,GALAXY,0.06479729,1.236644E-05
19.06321,17.76554,17.32942,17.03187,16.84907,GALAXY,0.05410426,6.694663E-06
18.91828,17.24825,16.30924,15.85623,15.49226,GALAXY,0.1168339,1.835329E-05
18.82145,17.35773,16.76081,16.35592,16.16661,GALAXY,0.06170106,9.149372E-06
18.79943,18.54719,18.45239,18.47603,18.4768,QSO,1.20614,0.0005467663
19.20098,17.83227,17.08509,16.7541,16.53735,GALAXY,0.0305956,1.653334E-05
18.91129,17.10849,16.17549,15.68769,15.30014,GALAXY,0.04927764,7.584245E-06
17.84366,16.09871,15.29395,14.87118,14.55382,GALAXY,0.08335061,2.390658E-05
19.18472,17.74204,16.99676,16.60509,16.33331,GALAXY,0.07861373,4.387193E-05
18.76854,17.14161,16.30025,15.8593,15.50449,GALAXY,0.05179714,7.90455E-06
19.52488,18.16293,17.38007,16.99001,16.70716,GALAXY,0.1149735,3.130413E-05
19.33904,18.1237,17.77074,17.52572,17.3965,GALAXY,0.06033159,6.883166E-06
19.36194,18.04548,17.30302,16.8729,16.58532,GALAXY,0.09354635,1.041454E-05
19.36667,17.39984,16.41181,15.93327,15.55312,GALAXY,0.09531779,2.042522E-05
19.29221,18.94026,18.85592,18.61143,18.66174,QSO,1.643555,0.0003534986
18.28906,16.47573,15.59772,15.15484,14.8134,GALAXY,0.03564788,1.368467E-05
19.01866,17.88906,17.48477,17.1976,17.06417,GALAXY,0.04771046,5.46295E-06
18.47933,17.40771,16.94178,16.58402,16.40262,GALAXY,0.0582069,6.270267E-06
17.75426,16.72247,16.27696,16.00757,15.77722,GALAXY,0.03334577,4.425352E-06
18.55101,17.5894,17.12584,16.73981,16.58983,GALAXY,0.09072701,6.513345E-06
18.53493,16.99622,16.1523,15.68088,15.37751,GALAXY,0.0809783,1.308013E-05
18.54016,16.92739,16.12278,15.65884,15.37543,GALAXY,0.09040845,1.159045E-05
18.25661,17.47846,17.03543,16.51574,16.53835,GALAXY,0.1067022,4.322444E-06
18.8716,16.80757,15.75352,15.31879,14.92182,GALAXY,0.09783446,2.103821E-05
19.49325,17.68913,16.80077,16.36625,16.05697,GALAXY,0.09301258,1.79395E-05
18.27643,16.70036,15.88704,15.44818,15.13519,GALAXY,0.0908299,1.449036E-05
19.23337,18,17.40728,17.15859,16.95857,GALAXY,0.03621779,2.472183E-05
19.54817,17.98753,17.28901,16.86256,16.56508,GALAXY,0.07398318,1.053358E-05
18.47734,16.84394,15.91882,15.44834,15.12518,GALAXY,0.05806117,1.510326E-05
16.66219,14.97849,14.13014,13.65982,13.18527,GALAXY,0.03363217,7.811353E-06
17.99342,16.64561,15.97502,15.73143,15.50096,GALAXY,0.0381828,1.636525E-05
17.02708,15.6542,15.02082,14.66677,14.36935,GALAXY,0.0329081,1.04763E-05
18.21291,16.30792,15.27647,14.85475,14.50216,GALAXY,0.04191988,1.034138E-05
19.04979,18.02055,17.57973,17.24238,17.12155,GALAXY,0.1155962,5.157216E-06
18.98549,18.71057,18.69344,18.59752,18.48976,QSO,0.4859796,6.809391E-05
18.60125,17.59844,17.25379,16.96948,16.82069,GALAXY,0.05003233,6.803527E-06
19.22838,18.11086,17.65121,17.32339,17.17504,GALAXY,0.08896255,6.628637E-06
19.59049,18.24644,17.50028,17.13561,16.85382,GALAXY,0.08989696,1.788275E-05
18.4636,17.14149,16.52029,16.16704,15.99777,GALAXY,0.06631324,1.603735E-05
18.43021,17.38752,16.93639,16.67452,16.44289,GALAXY,0.03179956,2.93046E-06
19.08258,17.62975,16.95405,16.56892,16.3535,GALAXY,0.08056566,1.047882E-05
19.2447,18.13789,17.36082,16.94679,16.71393,GALAXY,0.229267,1.660024E-05
18.04734,17.61665,17.41812,17.09819,17.22192,GALAXY,0.1491435,1.155277E-05
19.43796,17.66516,17.12465,16.7956,16.61009,GALAXY,0.05649405,8.262596E-06
18.67341,17.6132,17.06934,16.75955,16.53423,GALAXY,0.1138552,9.904612E-06
18.28588,17.02567,16.5258,16.18975,16.04169,GALAXY,0.05639223,1.296008E-05
18.95018,17.68242,17.12092,16.78814,16.54436,GALAXY,0.0382733,8.078874E-06
19.03064,17.85942,17.35358,17.01241,16.78819,GALAXY,0.05669932,8.060272E-06
18.28466,16.7869,16.20891,15.84246,15.53209,GALAXY,0.03337816,6.214007E-06
18.90531,17.69398,17.13934,16.79393,16.58665,GALAXY,0.05152604,9.129822E-06
18.59345,17.3472,16.73547,16.36784,16.1357,GALAXY,0.1149317,1.180321E-05
18.99619,17.8785,17.3371,17.04948,16.92955,GALAXY,0.0809159,9.585844E-06
18.86468,17.65017,17.14479,16.81755,16.59714,GALAXY,0.05024438,1.089425E-05
18.1496,16.20368,15.24697,14.81812,14.50972,GALAXY,0.08958014,1.364535E-05
19.52012,18.11282,17.2843,16.85143,16.59435,GALAXY,0.1459376,3.951033E-05
18.42986,16.92533,16.25726,15.86127,15.6048,GALAXY,0.04850325,1.380361E-05
18.30707,16.33076,15.43143,14.99131,14.65047,GALAXY,0.03361794,1.192328E-05
17.51093,16.30784,15.69279,15.24551,15.01477,GALAXY,0.06516775,6.451548E-06
19.22228,17.98187,17.39935,17.03222,16.84426,GALAXY,0.09105531,7.674528E-06
18.56668,16.89953,16.13023,15.7583,15.47408,GALAXY,0.03350251,1.334573E-05
19.23996,18.16544,17.6979,17.43366,17.28397,GALAXY,0.062327,1.033407E-05
18.6671,17.26362,16.48448,16.07889,15.75349,GALAXY,0.08601746,1.919984E-05
18.39921,17.21244,16.64964,16.36866,16.19744,GALAXY,0.03224167,4.205218E-05
16.28321,14.2533,13.30972,12.87074,12.50653,GALAXY,0.03581366,1.066641E-05
19.42034,17.40656,16.49572,16.02537,15.64926,GALAXY,0.05708904,1.876584E-05
16.82647,15.65049,15.02913,14.68359,14.39369,GALAXY,0.03112007,6.934829E-06
19.1786,17.86555,17.22932,16.83963,16.59775,GALAXY,0.06749621,6.518923E-06
17.77155,16.98622,17.24278,17.12314,17.07619,GALAXY,0.03434059,6.447023E-06
18.96436,17.83894,17.39406,17.13212,16.96525,GALAXY,0.05656306,9.831703E-06
19.04269,17.97516,17.49109,17.14877,17.01208,GALAXY,0.06282865,6.20937E-06
19.17286,18.17027,17.9251,17.69744,17.59879,GALAXY,0.04088324,5.192705E-06
18.89526,17.76203,16.97311,16.55905,16.28197,GALAXY,0.1092868,2.515226E-05
16.68627,15.48966,14.89641,14.55189,14.2516,GALAXY,0.02230859,9.254451E-06
19.12899,18.03271,17.25433,16.85826,16.54208,GALAXY,0.1538448,1.093202E-05
19.23923,17.95386,17.14814,16.69545,16.43961,GALAXY,0.168979,7.73277E-06
18.07529,17.71572,17.72517,17.86258,17.72363,QSO,0.7316436,5.85607E-05
17.53527,16.29601,15.72676,15.35135,15.08405,GALAXY,0.0476908,7.666083E-06
19.31746,18.17177,17.62689,17.30813,17.07136,GALAXY,0.03735055,1.052538E-05
18.68233,16.69888,15.77964,15.29578,14.90465,GALAXY,0.04690453,1.535771E-05
19.24803,18.21612,17.89811,17.58249,17.51254,GALAXY,0.06964598,5.289324E-06
17.89636,16.11328,15.19101,14.73174,14.38015,GALAXY,0.05461807,1.496067E-05
19.07323,17.78666,17.12802,16.78382,16.55444,GALAXY,0.0363124,1.575442E-05
19.56778,17.53173,16.41778,15.95838,15.57553,GALAXY,0.1196986,2.548592E-05
18.65726,16.73431,15.7876,15.32708,14.98625,GALAXY,0.07295974,1.254626E-05
16.90067,14.88302,14.00517,13.56848,13.23868,GALAXY,0.03409708,8.449271E-06
18.75393,16.92669,15.9362,15.50896,15.17606,GALAXY,0.105587,2.068394E-05
18.80323,18.78123,18.98247,19.14355,19.29574,QSO,3.825633,0.000855666
18.42638,16.67269,15.83992,15.44876,15.14091,GALAXY,0.03550138,1.269286E-05
18.9572,17.70772,17.29724,17.0557,17.00061,GALAXY,0.04704066,1.064251E-05
19.27854,18.45761,18.25333,18.16905,17.92688,QSO,2.367307,0.0002550225
19.2125,17.27098,16.40836,16.01936,15.71372,GALAXY,0.08882675,2.487283E-05
19.21815,17.81242,17.34581,17.06744,17.00272,GALAXY,0.08177622,1.083944E-05
19.11789,17.64462,17.06938,16.75955,16.42976,GALAXY,0.0444275,9.526629E-06
18.99895,17.56481,16.92798,16.55814,16.32808,GALAXY,0.07260109,1.150481E-05
19.17202,17.11594,16.26289,15.79404,15.42568,GALAXY,0.04645506,1.248351E-05
19.56501,18.28741,17.65838,17.24331,17.03352,GALAXY,0.1484808,9.425915E-06
19.51286,18.23778,17.55376,17.2043,17.02931,GALAXY,0.09543882,1.547598E-05
19.47914,17.56125,16.61432,16.16041,15.78998,GALAXY,0.09596035,2.030965E-05
18.58295,17.31265,16.69193,16.36101,16.15246,GALAXY,0.03223878,9.266595E-06
18.42193,16.74398,15.90926,15.47267,15.21088,GALAXY,0.03440355,7.065188E-06
18.48889,16.28364,15.1876,14.66421,14.26531,GALAXY,0.05815966,1.394402E-05
18.60898,17.60816,17.2405,16.9971,16.82734,GALAXY,0.04130572,6.740511E-06
18.97751,17.24395,16.37954,15.94319,15.62108,GALAXY,0.04659015,1.82311E-05
19.35492,18.3103,17.89449,17.56663,17.39856,GALAXY,0.0712271,7.555694E-06
19.38688,18.16926,17.69698,17.45006,17.3329,GALAXY,0.03254654,5.853822E-06
19.0232,16.97471,15.97838,15.51217,15.12424,GALAXY,0.07867727,1.520057E-05
18.68673,18.5166,18.27007,18.27567,18.40401,QSO,1.222905,0.0003686057
19.5563,19.38242,19.28975,19.05797,19.00505,QSO,1.611034,0.000527163
19.27094,18.11602,17.74981,17.49563,17.38856,GALAXY,0.05250419,7.17256E-06
19.38324,18.30006,17.85807,17.55616,17.35537,GALAXY,0.03469057,6.379122E-06
19.3156,18.30285,17.84991,17.666,17.56858,GALAXY,0.03525577,8.223217E-06
19.0502,17.94468,17.56061,17.34096,17.16516,GALAXY,0.03537118,7.531729E-06
19.06027,17.27646,16.41524,15.93931,15.58957,GALAXY,0.03227774,1.698466E-05
17.52385,15.73305,14.88603,14.44749,14.14474,GALAXY,0.03055685,8.549327E-06
17.55299,16.52344,16.07285,15.81848,15.67118,GALAXY,0.03582057,7.374121E-06
19.25833,18.95024,18.85511,18.8644,18.84842,GALAXY,0.7204829,0.1877591
19.57157,18.18289,17.56654,17.21815,17.07169,GALAXY,0.09799738,1.908552E-05
19.08085,17.90528,17.35667,17.02299,16.88263,GALAXY,0.05465151,9.834558E-06
18.996,17.52044,16.66198,16.16818,15.7889,GALAXY,0.1030128,8.457957E-06
19.39886,19.07022,19.16203,18.92752,18.95803,QSO,0.5855384,9.029474E-05
17.67532,16.92334,16.27384,16.48379,16.47229,GALAXY,0.03171105,6.573484E-06
19.45368,19.05068,19.13641,19.08496,19.14437,QSO,0.6337013,0.0002376852
19.15515,18.02686,17.53558,17.306,17.30045,GALAXY,0.0338287,1.340942E-05
19.12356,17.38118,16.60419,16.22446,15.92672,GALAXY,0.06921285,1.426014E-05
